# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 15:56:09 2019
#
# User preference: *
#
# CONSTRAINT:  order by fpl_hostname asc
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_letter:     Planet Letter
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_controvflag: Controversial Flag
# COLUMN fpl_disc:       Year of Discovery
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_tranflag:   Planet Transit Flag
# COLUMN fpl_cbflag:     Planet Circumbinary Flag
# COLUMN fpl_snum:       Number of Stars in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
#
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassprov,fpl_rade,fpl_dens,fpl_eqt,fpl_tranflag,fpl_cbflag,fpl_snum,ra_str,ra,dec_str,dec,fst_dist,fst_optmag,fst_optmagband,fst_nirmag,fst_nirmagband,fst_spt,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_metratio,fst_age
2028,Kepler-1523,b,Kepler-1523 b,Transit,0,2016,0.93875077,,,3.12000,M-R relationship,1.580,4.35000,,1,0,1,19h44m12.97s,296.054062,+45d49m37.4s,45.827049,918.00,14.837,G (Gaia),13.182,Ks (2MASS),,5708.00,4.46,-0.149,0.97,0.96,0.000,[Fe/H],4.370
2029,Kepler-1524,b,Kepler-1524 b,Transit,0,2016,70.96746030,,,12.30000,M-R relationship,3.540,1.52000,,1,0,1,19h35m32.50s,293.885398,+39d31m11.3s,39.519818,506.00,12.700,G (Gaia),11.263,Ks (2MASS),,6179.00,4.31,-0.033,1.17,1.25,0.040,[Fe/H],2.880
2030,Kepler-1525,b,Kepler-1525 b,Transit,0,2016,2.41660118,,,0.69300,M-R relationship,0.910,5.05000,,1,0,1,19h22m14.28s,290.559517,+49d56m34.9s,49.943016,396.00,12.692,G (Gaia),11.193,Ks (2MASS),,5748.00,4.44,-0.018,1.07,1.04,0.270,[Fe/H],2.820
2031,Kepler-1526,b,Kepler-1526 b,Transit,0,2016,3.90863200,,,6.48000,M-R relationship,2.430,2.48000,,1,0,1,19h00m28.73s,285.119706,+38d51m59.1s,38.866428,576.00,15.655,G (Gaia),13.208,Ks (2MASS),,4601.00,4.62,-0.772,0.73,0.69,-0.010,[Fe/H],4.680
2032,Kepler-1527,b,Kepler-1527 b,Transit,0,2016,160.12991800,,,20.40000,M-R relationship,4.770,1.03000,,1,0,1,19h49m39.46s,297.414414,+46d03m38.9s,46.060818,1560.00,15.078,G (Gaia),13.617,Ks (2MASS),,6224.00,4.27,0.430,1.21,1.32,0.070,[Fe/H],2.820
2033,Kepler-1528,b,Kepler-1528 b,Transit,0,2016,1.79111021,,,2.73000,M-R relationship,1.460,4.82000,,1,0,1,19h09m36.71s,287.402943,+46d34m26.3s,46.573986,916.00,14.476,G (Gaia),13.032,Ks (2MASS),,5857.00,4.43,-0.072,1.03,1.03,0.030,[Fe/H],3.890
2034,Kepler-1529,b,Kepler-1529 b,Transit,0,2016,5.33905686,,,5.06000,M-R relationship,2.100,3.00000,,1,0,1,19h19m28.97s,289.870716,+41d02m26.6s,41.040728,683.00,15.388,G (Gaia),13.257,Ks (2MASS),,5048.00,4.58,-0.588,0.81,0.77,-0.030,[Fe/H],4.790
2035,Kepler-153,b,Kepler-153 b,Transit,0,2014,18.87022700,0.129000,,8.85000,M-R relationship,2.920,1.95000,,1,0,1,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,465.53,14.249,G (Gaia),12.418,Ks (2MASS),,5404.00,4.45,-0.461,0.83,0.89,-0.120,[Fe/H],4.790
2036,Kepler-153,c,Kepler-153 c,Transit,0,2014,46.90232000,0.237000,,6.94000,M-R relationship,2.530,2.35000,,1,0,1,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,465.53,14.249,G (Gaia),12.418,Ks (2MASS),,5404.00,4.45,-0.461,0.83,0.89,-0.120,[Fe/H],4.790
2037,Kepler-1530,b,Kepler-1530 b,Transit,0,2016,2.59044340,,,3.33000,M-R relationship,1.640,4.15000,,1,0,1,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,552.00,14.005,G (Gaia),12.300,Ks (2MASS),,5477.00,4.52,-0.319,0.92,0.88,0.030,[Fe/H],4.270
2038,Kepler-1530,c,Kepler-1530 c,Transit,0,2016,5.32274060,,,3.36000,M-R relationship,1.650,4.11000,,1,0,1,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,552.00,14.005,G (Gaia),12.300,Ks (2MASS),,5477.00,4.52,-0.319,0.92,0.88,0.030,[Fe/H],4.270
2039,Kepler-1531,b,Kepler-1531 b,Transit,0,2016,1.13854338,,,1.41000,M-R relationship,1.110,5.67000,,1,0,1,19h00m35.18s,285.146577,+39d22m14.9s,39.370798,670.00,13.171,G (Gaia),11.772,Ks (2MASS),,6260.00,4.29,0.260,1.16,1.27,-0.030,[Fe/H],2.820
2040,Kepler-1532,b,Kepler-1532 b,Transit,0,2016,1.09366356,,,2.39000,M-R relationship,1.350,5.34000,,1,0,1,19h47m36.68s,296.902813,+41d11m53.5s,41.198191,824.00,14.803,G (Gaia),13.230,Ks (2MASS),,5559.00,4.51,-0.210,0.91,0.88,-0.100,[Fe/H],4.270
2041,Kepler-1533,b,Kepler-1533 b,Transit,0,2016,308.54710000,,,11.80000,M-R relationship,3.460,1.57000,,1,0,1,19h43m54.13s,295.975556,+44d42m48.4s,44.713445,852.00,13.168,G (Gaia),11.926,Ks (2MASS),,6431.00,4.20,0.594,1.31,1.51,0.030,[Fe/H],2.190
2042,Kepler-1534,b,Kepler-1534 b,Transit,0,2016,5.71668872,,,4.23000,M-R relationship,1.890,3.44000,,1,0,1,19h29m34.89s,292.395391,+43d52m08.7s,43.869072,1107.00,16.235,G (Gaia),13.930,Ks (2MASS),,5442.00,4.52,-0.233,0.90,0.86,-0.010,[Fe/H],4.570
2043,Kepler-1535,b,Kepler-1535 b,Transit,0,2016,138.94420000,,,7.04000,M-R relationship,2.550,2.33000,,1,0,1,19h06m27.29s,286.613698,+38d53m31.1s,38.891969,879.00,14.180,G (Gaia),12.744,Ks (2MASS),,6021.00,4.38,0.129,1.08,1.11,0.000,[Fe/H],3.470
2044,Kepler-1536,b,Kepler-1536 b,Transit,0,2016,364.75803100,,,10.00000,M-R relationship,3.140,1.77000,,1,0,1,19h26m20.44s,291.585187,+45d42m56.8s,45.715790,401.00,15.141,G (Gaia),12.550,Ks (2MASS),,4434.00,4.64,-0.853,0.71,0.67,0.050,[Fe/H],2.950
2045,Kepler-1537,b,Kepler-1537 b,Transit,0,2016,1.44445380,,,1.76000,M-R relationship,1.180,5.89000,,1,0,1,19h37m32.50s,294.385398,+43d49m31.7s,43.825470,503.00,14.546,G (Gaia),12.519,Ks (2MASS),,5079.00,4.58,-0.457,0.81,0.77,-0.080,[Fe/H],5.010
2046,Kepler-1538,b,Kepler-1538 b,Transit,0,2016,175.13881900,,,8.35000,M-R relationship,2.820,2.05000,,1,0,1,18h53m22.97s,283.345714,+45d16m28.0s,45.274456,1291.00,15.228,G (Gaia),13.751,Ks (2MASS),,5837.00,4.42,-0.088,1.03,1.03,0.020,[Fe/H],4.370
2047,Kepler-1539,b,Kepler-1539 b,Transit,0,2016,133.30367410,,,7.75000,M-R relationship,2.700,2.16000,,1,0,1,18h56m52.66s,284.219433,+44d16m06.8s,44.268543,788.00,15.309,G (Gaia),13.382,Ks (2MASS),,5176.00,4.57,-0.438,0.84,0.80,-0.010,[Fe/H],4.790
2048,Kepler-154,b,Kepler-154 b,Transit,0,2014,33.04053200,0.198000,,5.73000,M-R relationship,2.260,2.73000,,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,939.89,14.512,G (Gaia),12.986,Ks (2MASS),,5690.00,4.42,0.016,0.98,1.00,-0.040,[Fe/H],4.470
2049,Kepler-154,c,Kepler-154 c,Transit,0,2014,62.30327600,0.303000,,9.01000,M-R relationship,2.950,1.93000,,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,939.89,14.512,G (Gaia),12.986,Ks (2MASS),,5690.00,4.42,0.016,0.98,1.00,-0.040,[Fe/H],4.470
2050,Kepler-154,d,Kepler-154 d,Transit,0,2016,20.54981883,,,14.10000,M-R relationship,3.840,1.37000,,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,939.89,14.512,G (Gaia),12.986,Ks (2MASS),,5690.00,4.42,0.016,0.98,1.00,-0.040,[Fe/H],4.470
2051,Kepler-154,e,Kepler-154 e,Transit,0,2016,3.93276465,,,2.86000,M-R relationship,1.500,4.66000,,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,939.89,14.512,G (Gaia),12.986,Ks (2MASS),,5690.00,4.42,0.016,0.98,1.00,-0.040,[Fe/H],4.470
2052,Kepler-154,f,Kepler-154 f,Transit,0,2016,9.91935684,,,2.86000,M-R relationship,1.500,4.66000,,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,939.89,14.512,G (Gaia),12.986,Ks (2MASS),,5690.00,4.42,0.016,0.98,1.00,-0.040,[Fe/H],4.470
2053,Kepler-1540,b,Kepler-1540 b,Transit,0,2016,125.41311770,,,6.76000,M-R relationship,2.490,2.41000,,1,0,1,18h53m22.68s,283.344497,+41d12m06.3s,41.201741,262.00,14.083,G (Gaia),11.519,Ks (2MASS),,4540.00,4.63,-0.835,0.74,0.69,0.100,[Fe/H],2.510
2054,Kepler-1541,b,Kepler-1541 b,Transit,0,2016,8.40691199,,,1.65000,M-R relationship,1.160,5.81000,,1,0,1,18h55m08.88s,283.787004,+48d01m46.4s,48.029564,414.00,13.791,G (Gaia),11.927,Ks (2MASS),,5282.00,4.56,-0.363,0.86,0.81,-0.040,[Fe/H],4.470
2055,Kepler-1542,b,Kepler-1542 b,Transit,0,2016,3.95116882,,,0.36300,M-R relationship,0.760,4.54000,,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,12.588,G (Gaia),10.989,Ks (2MASS),,5564.00,4.41,0.061,0.94,0.99,0.060,[Fe/H],8.510
2056,Kepler-1542,c,Kepler-1542 c,Transit,0,2016,2.89223021,,,0.20800,M-R relationship,0.650,4.16000,,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,12.588,G (Gaia),10.989,Ks (2MASS),,5564.00,4.41,0.061,0.94,0.99,0.060,[Fe/H],8.510
2057,Kepler-1542,d,Kepler-1542 d,Transit,0,2016,5.99273738,,,0.59000,M-R relationship,0.870,4.92000,,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,12.588,G (Gaia),10.989,Ks (2MASS),,5564.00,4.41,0.061,0.94,0.99,0.060,[Fe/H],8.510
2058,Kepler-1542,e,Kepler-1542 e,Transit,0,2016,5.10115756,,,0.36300,M-R relationship,0.760,4.54000,,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,12.588,G (Gaia),10.989,Ks (2MASS),,5564.00,4.41,0.061,0.94,0.99,0.060,[Fe/H],8.510
2059,Kepler-1543,b,Kepler-1543 b,Transit,0,2016,6.96710269,,,7.80000,M-R relationship,2.710,2.15000,,1,0,1,19h48m29.83s,297.124312,+47d02m13.3s,47.037025,1114.00,13.419,G (Gaia),12.291,Ks (2MASS),,6561.00,4.14,0.448,1.39,1.65,0.070,[Fe/H],1.910
2060,Kepler-1544,b,Kepler-1544 b,Transit,0,2016,168.81117400,0.542100,,3.82000,M-R relationship,1.780,2.90000,269,1,0,1,19h49m08.40s,297.284990,+49d12m44.8s,49.212456,349.00,14.039,G (Gaia),11.903,Ks (2MASS),,4886.00,4.61,-0.636,0.81,0.74,0.020,[Fe/H],2.340
2061,Kepler-1545,b,Kepler-1545 b,Transit,0,2016,163.69234900,,,7.75000,M-R relationship,2.700,2.16000,,1,0,1,19h55m35.70s,298.898763,+47d27m47.1s,47.463093,688.00,15.033,G (Gaia),13.139,Ks (2MASS),,5201.00,4.57,-0.349,0.84,0.80,-0.060,[Fe/H],4.470
2062,Kepler-1546,b,Kepler-1546 b,Transit,0,2016,19.59749710,,,9.96000,M-R relationship,3.130,1.78000,,1,0,1,19h50m20.15s,297.583942,+41d32m28.4s,41.541227,994.00,15.368,G (Gaia),13.511,Ks (2MASS),,5623.00,4.48,-0.274,0.95,0.93,0.010,[Fe/H],3.720
2063,Kepler-1547,b,Kepler-1547 b,Transit,0,2016,0.69297968,,,0.66600,M-R relationship,0.900,5.02000,,1,0,1,18h55m03.38s,283.764074,+42d13m19.8s,42.222172,665.00,13.408,G (Gaia),11.996,Ks (2MASS),,6078.00,4.34,0.184,1.12,1.18,0.040,[Fe/H],3.390
2064,Kepler-1548,b,Kepler-1548 b,Transit,0,2016,124.82867900,,,7.46000,M-R relationship,2.640,2.23000,,1,0,1,19h09m53.10s,287.471233,+46d04m50.4s,46.080666,1150.00,15.245,G (Gaia),13.700,Ks (2MASS),,5706.00,4.46,-0.311,0.99,0.97,0.050,[Fe/H],4.370
2065,Kepler-1549,b,Kepler-1549 b,Transit,0,2016,214.88654500,,,7.13000,M-R relationship,2.570,2.31000,,1,0,1,19h04m12.58s,286.052426,+39d05m45.8s,39.096053,792.00,15.152,G (Gaia),13.271,Ks (2MASS),,5324.00,4.54,-0.312,0.88,0.84,0.020,[Fe/H],4.790
2066,Kepler-155,b,Kepler-155 b,Transit,0,2014,5.93119400,0.056000,,5.02000,M-R relationship,2.090,4.73000,614,1,0,1,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,295.99,14.240,G (Gaia),11.805,Ks (2MASS),M0 V,4508.00,4.68,-0.759,0.72,0.62,-0.060,[Fe/H],2.900
2067,Kepler-155,c,Kepler-155 c,Transit,0,2014,52.66179300,0.242000,,5.65000,M-R relationship,2.240,4.73000,286,1,0,1,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,295.99,14.240,G (Gaia),11.805,Ks (2MASS),M0 V,4508.00,4.68,-0.759,0.72,0.62,-0.060,[Fe/H],2.900
2068,Kepler-1550,b,Kepler-1550 b,Transit,0,2016,225.58280900,,,9.38000,M-R relationship,3.020,1.87000,,1,0,1,19h11m03.49s,287.764560,+38d17m40.9s,38.294704,1202.00,14.884,G (Gaia),13.427,Ks (2MASS),,5991.00,4.38,0.091,1.07,1.11,0.010,[Fe/H],3.550
2069,Kepler-1551,b,Kepler-1551 b,Transit,0,2016,24.49736980,,,7.56000,M-R relationship,2.660,2.21000,,1,0,1,19h43m08.52s,295.785514,+39d54m28.5s,39.907921,1560.00,15.098,G (Gaia),13.770,Ks (2MASS),,6136.00,4.32,0.200,1.14,1.22,0.010,[Fe/H],2.880
2070,Kepler-1552,b,Kepler-1552 b,Transit,0,2016,184.77185300,,,6.66000,M-R relationship,2.470,2.43000,,1,0,1,19h26m42.44s,291.676831,+38d52m29.7s,38.874915,618.00,14.931,G (Gaia),12.881,Ks (2MASS),,5202.00,4.58,-0.264,0.85,0.78,-0.070,[Fe/H],3.310
2071,Kepler-1553,b,Kepler-1553 b,Transit,0,2016,4.24261881,,,1.60000,M-R relationship,1.150,5.78000,,1,0,1,19h27m40.60s,291.919159,+39d01m20.2s,39.022273,719.00,14.991,G (Gaia),13.167,Ks (2MASS),,5288.00,4.56,-0.396,0.85,0.81,-0.090,[Fe/H],4.570
2072,Kepler-1554,b,Kepler-1554 b,Transit,0,2016,198.08877400,,,8.75000,M-R relationship,2.900,1.97000,,1,0,1,19h06m18.28s,286.576164,+41d44m29.3s,41.741473,982.00,15.715,G (Gaia),13.814,Ks (2MASS),,5297.00,4.56,-0.396,0.84,0.81,-0.100,[Fe/H],4.680
2073,Kepler-1555,b,Kepler-1555 b,Transit,0,2016,8.10501635,,,3.22000,M-R relationship,1.610,4.24000,,1,0,1,19h10m32.51s,287.635473,+45d42m57.8s,45.716061,1382.00,15.326,G (Gaia),13.834,Ks (2MASS),,5866.00,4.40,0.403,1.04,1.06,0.030,[Fe/H],4.370
2074,Kepler-1556,b,Kepler-1556 b,Transit,0,2016,8.82713457,,,4.50000,M-R relationship,1.960,3.28000,,1,0,1,19h13m35.28s,288.397002,+40d12m47.5s,40.213200,1060.00,15.298,G (Gaia),13.555,Ks (2MASS),,5608.00,4.47,-0.248,0.97,0.95,0.080,[Fe/H],4.900
2075,Kepler-1557,b,Kepler-1557 b,Transit,0,2016,3.74032496,,,2.96000,M-R relationship,1.530,4.54000,,1,0,1,19h35m31.54s,293.881413,+46d50m20.0s,46.838879,1532.00,15.299,G (Gaia),13.800,Ks (2MASS),,6099.00,4.34,0.068,1.11,1.17,0.020,[Fe/H],3.310
2076,Kepler-1558,b,Kepler-1558 b,Transit,0,2016,3.50470358,,,0.24400,M-R relationship,0.680,4.26000,,1,0,1,19h07m16.65s,286.819367,+46d54m42.1s,46.911694,343.00,13.600,G (Gaia),11.657,Ks (2MASS),,5101.00,4.57,-0.487,0.83,0.79,0.000,[Fe/H],4.900
2077,Kepler-1559,b,Kepler-1559 b,Transit,0,2016,0.97191543,,,0.29900,M-R relationship,0.720,4.40000,,1,0,1,19h29m08.78s,292.286580,+42d04m20.8s,42.072456,580.00,14.488,G (Gaia),12.634,Ks (2MASS),,5316.00,4.55,-0.297,0.86,0.82,-0.040,[Fe/H],4.270
2078,Kepler-156,b,Kepler-156 b,Transit,0,2014,4.97345600,0.054000,,5.90000,M-R relationship,2.300,2.66000,,1,0,1,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,449.22,14.156,G (Gaia),12.155,Ks (2MASS),,5094.00,4.55,-0.441,0.84,0.81,0.040,[Fe/H],5.370
2079,Kepler-156,c,Kepler-156 c,Transit,0,2014,15.90680100,0.117000,,7.04000,M-R relationship,2.550,2.33000,,1,0,1,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,449.22,14.156,G (Gaia),12.155,Ks (2MASS),,5094.00,4.55,-0.441,0.84,0.81,0.040,[Fe/H],5.370
2080,Kepler-1560,b,Kepler-1560 b,Transit,0,2016,3.03195744,,,0.64000,M-R relationship,0.890,4.99000,,1,0,1,19h31m08.31s,292.784608,+43d12m57.5s,43.215984,529.00,13.385,G (Gaia),11.868,Ks (2MASS),,5815.00,4.43,-0.059,1.02,1.02,0.040,[Fe/H],4.170
2081,Kepler-1561,b,Kepler-1561 b,Transit,0,2016,1.00520701,,,1.32000,M-R relationship,1.090,5.60000,,1,0,1,19h47m41.66s,296.923604,+43d33m59.3s,43.566467,993.00,14.648,G (Gaia),13.053,Ks (2MASS),,5957.00,4.38,-0.101,1.07,1.11,0.040,[Fe/H],3.390
2082,Kepler-1562,b,Kepler-1562 b,Transit,0,2016,64.27377520,,,12.30000,M-R relationship,3.550,1.51000,,1,0,1,19h37m49.37s,294.455709,+46d44m37.0s,46.743614,1315.00,15.273,G (Gaia),13.849,Ks (2MASS),,5760.00,4.41,0.446,1.02,1.05,0.110,[Fe/H],4.790
2083,Kepler-1563,b,Kepler-1563 b,Transit,0,2016,3.43276598,,,0.34700,M-R relationship,0.750,4.52000,,1,0,1,19h14m17.66s,288.573588,+51d28m21.9s,51.472755,547.00,13.568,G (Gaia),12.013,Ks (2MASS),,5765.00,4.45,-0.010,1.00,0.99,0.020,[Fe/H],4.070
2084,Kepler-1564,b,Kepler-1564 b,Transit,0,2016,18.05403810,,,2.76000,M-R relationship,1.470,4.77000,,1,0,1,19h22m20.67s,290.586124,+46d38m33.7s,46.642689,872.00,14.953,G (Gaia),13.283,Ks (2MASS),,5528.00,4.50,-0.151,0.93,0.90,0.030,[Fe/H],4.570
2085,Kepler-1565,b,Kepler-1565 b,Transit,0,2016,1.53818844,,,1.81000,M-R relationship,1.190,5.90000,,1,0,1,19h51m48.71s,297.952967,+40d48m24.5s,40.806808,657.00,15.432,G (Gaia),13.259,Ks (2MASS),,4940.00,4.60,-0.623,0.76,0.73,-0.160,[Fe/H],5.620
2086,Kepler-1566,b,Kepler-1566 b,Transit,0,2016,0.53991524,,,0.41800,M-R relationship,0.790,4.66000,,1,0,1,18h54m21.03s,283.587614,+40d34m29.7s,40.574927,511.00,14.312,G (Gaia),12.435,Ks (2MASS),,5254.00,4.56,-0.470,0.84,0.81,-0.070,[Fe/H],5.010
2087,Kepler-1567,b,Kepler-1567 b,Transit,0,2016,153.97957800,,,7.90000,M-R relationship,2.730,2.13000,,1,0,1,19h06m46.85s,286.695200,+40d17m30.5s,40.291819,1226.00,15.632,G (Gaia),13.992,Ks (2MASS),,5655.00,4.49,-0.162,0.95,0.93,-0.030,[Fe/H],4.170
2088,Kepler-1568,b,Kepler-1568 b,Transit,0,2016,20.92539200,,,2.24000,M-R relationship,1.300,5.60000,,1,0,1,19h16m43.84s,289.182664,+47d52m24.2s,47.873383,883.00,13.945,G (Gaia),12.618,Ks (2MASS),,5956.00,4.32,0.240,1.09,1.19,0.090,[Fe/H],4.570
2089,Kepler-1569,b,Kepler-1569 b,Transit,0,2016,5.79180156,,,3.46000,M-R relationship,1.680,4.01000,,1,0,1,19h28m49.13s,292.204706,+37d13m16.4s,37.221220,1050.00,13.932,G (Gaia),12.590,Ks (2MASS),,6319.00,4.24,0.274,1.25,1.40,0.060,[Fe/H],2.450
2090,Kepler-157,b,Kepler-157 b,Transit,0,2014,1.73234200,0.028000,,2.30000,M-R relationship,1.320,5.50000,,1,0,1,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,791.27,14.037,G (Gaia),12.573,Ks (2MASS),,5774.00,4.39,0.054,1.02,1.04,-0.010,[Fe/H],4.070
2091,Kepler-157,c,Kepler-157 c,Transit,0,2014,13.54050000,0.110000,,5.65000,M-R relationship,2.240,2.76000,,1,0,1,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,791.27,14.037,G (Gaia),12.573,Ks (2MASS),,5774.00,4.39,0.054,1.02,1.04,-0.010,[Fe/H],4.070
2092,Kepler-157,d,Kepler-157 d,Transit,0,2016,7.02573474,,,2.73000,M-R relationship,1.460,4.82000,,1,0,1,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,791.27,14.037,G (Gaia),12.573,Ks (2MASS),,5774.00,4.39,0.054,1.02,1.04,-0.010,[Fe/H],4.070
2093,Kepler-1570,b,Kepler-1570 b,Transit,0,2016,26.54895500,,,1.24000,M-R relationship,1.070,5.56000,,1,0,1,19h59m26.84s,299.861833,+45d49m38.5s,45.827354,463.00,13.970,G (Gaia),11.997,Ks (2MASS),,5550.00,4.50,0.281,0.92,0.89,-0.040,[Fe/H],4.170
2094,Kepler-1571,b,Kepler-1571 b,Transit,0,2016,3.38555488,,,2.92000,M-R relationship,1.520,4.57000,,1,0,1,20h03m44.50s,300.935406,+45d35m47.6s,45.596546,802.00,13.770,G (Gaia),12.044,Ks (2MASS),,6297.00,4.24,0.067,1.23,1.39,0.040,[Fe/H],2.340
2095,Kepler-1572,b,Kepler-1572 b,Transit,0,2016,5.49548621,,,0.77900,M-R relationship,0.940,5.15000,,1,0,1,18h47m35.35s,281.897275,+46d43m21.5s,46.722633,600.00,13.718,G (Gaia),12.365,Ks (2MASS),,5618.00,4.47,0.360,0.97,0.95,0.080,[Fe/H],4.790
2096,Kepler-1573,b,Kepler-1573 b,Transit,0,2016,2.61575540,,,1.87000,M-R relationship,1.200,5.95000,,1,0,1,19h31m57.20s,292.988348,+49d29m05.9s,49.484970,1180.00,15.169,G (Gaia),13.677,Ks (2MASS),,5808.00,4.44,0.165,1.01,1.00,0.020,[Fe/H],4.070
2097,Kepler-1574,b,Kepler-1574 b,Transit,0,2016,6.94243340,,,2.21000,M-R relationship,1.290,5.66000,,1,0,1,19h28m38.08s,292.158664,+49d38m15.9s,49.637760,1275.00,15.094,G (Gaia),13.679,Ks (2MASS),,5892.00,4.40,0.153,1.06,1.08,0.080,[Fe/H],3.800
2098,Kepler-1575,b,Kepler-1575 b,Transit,0,2016,2.55314213,,,2.27000,M-R relationship,1.310,5.55000,,1,0,1,19h34m58.38s,293.743250,+45d45m41.7s,45.761597,1170.00,15.418,G (Gaia),13.828,Ks (2MASS),,5667.00,4.49,-0.059,0.95,0.92,-0.070,[Fe/H],4.170
2099,Kepler-1576,b,Kepler-1576 b,Transit,0,2016,6.98471973,,,1.12000,M-R relationship,1.040,5.47000,,1,0,1,19h16m17.75s,289.073975,+40d21m57.7s,40.366015,539.00,13.335,G (Gaia),11.800,Ks (2MASS),,5876.00,4.40,-0.110,1.05,1.06,0.050,[Fe/H],4.070
2100,Kepler-1577,b,Kepler-1577 b,Transit,0,2016,6.30560247,,,1.51000,M-R relationship,1.130,5.75000,,1,0,1,19h31m49.27s,292.955275,+47d34m23.2s,47.573105,543.00,15.057,G (Gaia),12.862,Ks (2MASS),,4862.00,4.60,-0.674,0.78,0.74,0.000,[Fe/H],4.270
2101,Kepler-1578,b,Kepler-1578 b,Transit,0,2016,1.45088691,,,1.12000,M-R relationship,1.040,5.47000,,1,0,1,19h13m12.48s,288.302000,+47d46m32.0s,47.775555,1016.00,15.328,G (Gaia),13.655,Ks (2MASS),,5545.00,4.53,-0.176,0.90,0.86,-0.130,[Fe/H],4.270
2102,Kepler-1579,b,Kepler-1579 b,Transit,0,2016,0.84990789,,,0.52000,M-R relationship,0.840,4.82000,,1,0,1,19h33m09.12s,293.288009,+43d30m54.0s,43.514988,466.00,15.248,G (Gaia),12.744,Ks (2MASS),,4584.00,4.63,-0.940,0.75,0.70,0.110,[Fe/H],2.240
2103,Kepler-158,b,Kepler-158 b,Transit,0,2014,16.70918400,0.111000,,5.14000,M-R relationship,2.120,2.96000,,1,0,1,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,318.06,14.417,G (Gaia),12.057,Ks (2MASS),,4623.00,4.66,-0.836,0.75,0.62,-0.030,[Fe/H],3.980
2104,Kepler-158,c,Kepler-158 c,Transit,0,2014,28.55138300,0.158000,,4.27000,M-R relationship,1.900,3.42000,,1,0,1,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,318.06,14.417,G (Gaia),12.057,Ks (2MASS),,4623.00,4.66,-0.836,0.75,0.62,-0.030,[Fe/H],3.980
